score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-4503.216871350088,True,-4503.216871350088,1303,PASSED,True,True,True,1788960253,,False,1,a58e5a61,2026-09-09_18-54-13,1345.3570024967194,1345.3570024967194,310881,shrinivas-Blade,10.37.160.47,1345.3570024967194,1
