symbol,gross_r,net_r,exit_reason,bars_held,size_mult
SHRIRAMFIN,-0.8015,-0.8416,STOP_LOSS,4,0.8015178252004098
SHRIRAMFIN,0.1083,0.063,TIME_HORIZON,40,0.904837525271858
SHRIRAMFIN,1.59,1.5404,TIME_HORIZON,40,0.9929525441105023
SHRIRAMFIN,-0.7701,-0.8086,STOP_LOSS,7,0.7700667808773516
SHRIRAMFIN,-0.8602,-0.9032,STOP_LOSS,8,0.8601715432676389
SHRIRAMFIN,-0.9241,-0.9703,STOP_LOSS,28,0.9240728769249296
SUNPHARMA,-0.9235,-0.9697,STOP_LOSS,5,0.9234880389080667
SUNPHARMA,-0.936,-0.9828,STOP_LOSS,9,0.935959952657796
SUNPHARMA,2.3673,2.3162,TIME_HORIZON,50,1.0212341667931863
SUNPHARMA,1.1285,1.0884,VWAP_Z_TARGET,15,0.8007331829004394
SUNPHARMA,0.7748,0.7385,TIME_HORIZON,50,0.7253516766389149
SUNPHARMA,1.9495,1.9079,VWAP_Z_TARGET,14,0.8315734187750284
SUNPHARMA,-0.8222,-0.8633,STOP_LOSS,4,0.8221939143452984
SUNPHARMA,-0.9112,-0.9568,STOP_LOSS,18,0.9112287730028003
SUNPHARMA,-0.9901,-1.0396,STOP_LOSS,21,0.9900693866279451
SUNPHARMA,-1.0406,-1.0926,STOP_LOSS,26,1.040586618983333
SUNPHARMA,1.0466,0.9932,TIME_HORIZON,50,1.0677713961348854
SUNPHARMA,2.2121,2.1606,TIME_HORIZON,50,1.029916395522133
SUNPHARMA,-0.8504,-0.8929,STOP_LOSS,28,0.8504249616803947
SUNPHARMA,-0.9703,-1.0188,STOP_LOSS,1,0.9702974731762762
SUNPHARMA,3.1483,3.102,VWAP_Z_TARGET,50,0.9263887795938112
SUNPHARMA,3.2008,3.1646,VWAP_Z_TARGET,10,0.7234721457156678
SUNPHARMA,-0.7656,-0.8039,STOP_LOSS,1,0.7656286564278979
TATASTEEL,-0.1423,-0.1728,TIME_HORIZON,50,0.6109400594995286
TATASTEEL,-0.7575,-0.7954,STOP_LOSS,45,0.7575188160487855
TATASTEEL,0.5185,0.4882,VWAP_Z_TARGET,1,0.6052631712341499
TATASTEEL,0.4519,0.4202,VWAP_Z_TARGET,1,0.6352733885699885
TATASTEEL,-0.8197,-0.8607,STOP_LOSS,3,0.8196913719989919
TATASTEEL,-0.8267,-0.868,STOP_LOSS,24,0.8267014654294667
TATASTEEL,-0.9537,-1.0014,STOP_LOSS,1,0.9536910258006267
TATASTEEL,-0.8204,-0.8615,STOP_LOSS,34,0.8204391251078219
TATASTEEL,1.1986,1.1512,TIME_HORIZON,50,0.9493073875754753
TATASTEEL,1.4485,1.4,TIME_HORIZON,50,0.9699817123018886
TATASTEEL,-0.8436,-0.8857,STOP_LOSS,1,0.8435660323046256
TATASTEEL,0.8245,0.7912,VWAP_Z_TARGET,14,0.6654962226132377
TATASTEEL,1.3168,1.2747,TIME_HORIZON,50,0.8408473558292664
TATASTEEL,-0.8763,-0.9202,STOP_LOSS,3,0.8763401846536137
TATASTEEL,2.105,2.0616,TIME_HORIZON,50,0.8683272007448068
TATASTEEL,-0.8338,-0.8754,STOP_LOSS,1,0.833753355440889
TATASTEEL,1.8431,1.7951,VWAP_Z_TARGET,13,0.9586273488086223
TATASTEEL,5.7276,5.6753,VWAP_Z_TARGET,44,1.0460391441660355
TATASTEEL,0.225,0.1718,TIME_HORIZON,50,1.0646040129592738
TATASTEEL,4.3612,4.3078,TIME_HORIZON,50,1.0676853714675034
TATASTEEL,-0.8224,-0.8635,STOP_LOSS,1,0.8223797600272523
TATASTEEL,-0.6507,-0.6832,STOP_LOSS,19,0.6506658320190766
TATASTEEL,0.6759,0.6438,VWAP_Z_TARGET,38,0.6418748378218546
TCS,-0.8243,-0.8655,STOP_LOSS,26,0.8243123864752983
TCS,0.9503,0.9135,VWAP_Z_TARGET,4,0.7358019987024188
TCS,-0.6053,-0.6355,STOP_LOSS,6,0.6052843314511211
TCS,2.0636,2.0352,TIME_HORIZON,50,0.5697240356360139
TCS,1.2777,1.2495,VWAP_Z_TARGET,18,0.5652027599696153
TCS,0.1653,0.1387,TIME_HORIZON,50,0.5317212198712519
TCS,2.0969,2.0698,TIME_HORIZON,50,0.5424066390953795
TCS,-0.6083,-0.6387,STOP_LOSS,14,0.6082822573755462
TCS,-0.6891,-0.7236,STOP_LOSS,1,0.6891195380908605
TCS,-0.5574,-0.5853,STOP_LOSS,2,0.5573836766636022
TCS,0.5517,0.5267,VWAP_Z_TARGET,1,0.5
TCS,-0.6147,-0.6454,STOP_LOSS,1,0.6146841221665467
TCS,-0.5291,-0.5556,STOP_LOSS,2,0.5291495800394623
TECHM,-0.7454,-0.7827,STOP_LOSS,3,0.7454047060276235
TECHM,0.6235,0.5937,VWAP_Z_TARGET,1,0.5967832942193365
TECHM,-0.7777,-0.8166,STOP_LOSS,5,0.7777383055368533
TECHM,0.4266,0.3956,VWAP_Z_TARGET,2,0.6194168138757973
TECHM,0.7645,0.7298,TIME_HORIZON,50,0.6933788650856471
TECHM,3.3726,3.3337,TIME_HORIZON,50,0.7794907963769466
TECHM,-0.6206,-0.6517,STOP_LOSS,19,0.6206435574638626
TECHM,-0.1429,-0.1684,TIME_HORIZON,50,0.5094504902247038
TECHM,1.9279,1.8916,TIME_HORIZON,50,0.7259110385525832
TECHM,0.9004,0.8655,VWAP_Z_TARGET,2,0.6979736613605596
TECHM,0.4094,0.3813,VWAP_Z_TARGET,5,0.5635815629523917
TECHM,-0.685,-0.7193,STOP_LOSS,5,0.6850236366943342
