score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-3863.38254915721,True,-3863.38254915721,846,PASSED,True,True,True,1788958905,,False,1,ede38af2,2026-09-09_18-31-45,989.1408188343048,989.1408188343048,301820,shrinivas-Blade,10.37.160.47,989.1408188343048,1
