score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-497.1105201192886,True,-497.1105201192886,100,PASSED,True,True,True,1788950170,,False,1,fbdbe851,2026-09-09_16-06-10,969.8121433258057,969.8121433258057,240941,shrinivas-Blade,10.37.160.47,969.8121433258057,1
