score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-4455.504132154871,True,-4455.504132154871,1204,PASSED,True,True,True,1788961447,,False,1,e7a1eaba,2026-09-09_19-14-07,1191.9280779361725,1191.9280779361725,325089,shrinivas-Blade,10.37.160.47,1191.9280779361725,1
