score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-330.9741879472998,True,-330.9741879472998,89,PASSED,True,True,True,1788955788,,False,1,82e6df21,2026-09-09_17-39-48,213.22796440124512,213.22796440124512,277701,shrinivas-Blade,10.37.160.47,213.22796440124512,1
