symbol,entry_time,entry_price,exit_reason,bars_held,gross_r,net_r,mfe_r,mae_r,reached_025r,reached_050r,reached_100r
BAJFINANCE,2026-03-09T09:16:00+05:30,919.2,TIME_HORIZON,40,0.3107803183382309,0.1307803183382309,0.3470380221443484,0.8287475155686157,True,False,False
BAJFINANCE,2026-03-11T10:41:00+05:30,924.15,STOP_LOSS,6,-2.0,-2.18,0.9532365137655958,1.954134853219428,True,True,False
BAJFINANCE,2026-03-11T11:18:00+05:30,916.2,STOP_LOSS,1,-2.0,-2.18,0.3909330230884123,1.172799069265348,True,False,False
BAJFINANCE,2026-03-11T11:52:00+05:30,908.5,STOP_LOSS,1,-2.0,-2.18,0.04256925661937176,1.7879087780152596,False,False,False
BAJFINANCE,2026-03-12T14:53:00+05:30,865.4,STOP_LOSS,9,-2.0,-2.18,2.020725343115089,1.3351221017010249,True,True,True
BAJFINANCE,2026-03-19T09:20:00+05:30,856.65,STOP_LOSS,40,-2.0,-2.18,0.5712647262072746,1.53130683552782,True,True,False
BAJFINANCE,2026-03-23T09:58:00+05:30,798.75,STOP_LOSS,13,-2.0,-2.18,1.1963575163158453,1.5723555928722228,True,True,True
BAJFINANCE,2026-03-27T09:16:00+05:30,864.45,STOP_LOSS,4,-2.0,-2.18,0.35809347996651286,1.0280748295813193,True,False,False
BAJFINANCE,2026-03-30T09:16:00+05:30,827.35,TIME_HORIZON,40,-0.29660182982167055,-0.47660182982167054,0.7497435142714565,0.5025753227534102,True,True,False
BAJFINANCE,2026-04-09T09:16:00+05:30,895.75,TIME_HORIZON,40,3.918220409519934,3.738220409519934,3.8569982156211853,0.1469332653570031,True,True,True
BAJFINANCE,2026-04-09T13:21:00+05:30,900.55,STOP_LOSS,2,-2.0,-2.18,0.1940014967474583,1.8236140694260374,False,False,False
BAJFINANCE,2026-04-13T09:16:00+05:30,887.4,STOP_LOSS,1,-2.0,-2.18,0.024052111807625717,1.0101886959204258,False,False,False
BAJFINANCE,2026-04-20T09:16:00+05:30,901.8,STOP_LOSS,1,-2.0,-2.18,0.07719212733023789,1.466650419274169,False,False,False
BAJFINANCE,2026-04-23T09:16:00+05:30,920.0,STOP_LOSS,1,-2.0,-2.18,0.035649655500537426,1.319037253519601,False,False,False
BAJFINANCE,2026-04-24T13:13:00+05:30,911.55,STOP_LOSS,2,-2.0,-2.18,0.5827021611999398,1.1124313986542442,True,True,False
BAJFINANCE,2026-04-30T15:14:00+05:30,935.25,VWAP_Z_TARGET,36,15.882909709738618,15.702909709738618,11.21941707156006,0.4055210989720652,True,True,True
BAJFINANCE,2026-05-11T09:16:00+05:30,945.4,STOP_LOSS,4,-2.0,-2.18,0.7182220467518811,1.0870387734622755,True,True,False
BAJFINANCE,2026-05-15T14:50:00+05:30,909.25,STOP_LOSS,36,-2.0,-2.18,3.159393107232333,1.5591810139587858,True,True,True
BAJFINANCE,2026-05-26T14:38:00+05:30,931.7,STOP_LOSS,3,-2.0,-2.18,0.3798193283868945,1.2154218508380796,True,False,False
BAJFINANCE,2026-05-27T09:34:00+05:30,926.55,STOP_LOSS,12,-2.0,-2.18,1.2635046133324055,1.152018912155952,True,True,True
BAJFINANCE,2026-05-29T11:38:00+05:30,927.0,STOP_LOSS,23,-2.0,-2.18,2.76512483575789,1.6076307184639067,True,True,True
BAJFINANCE,2026-05-29T12:56:00+05:30,920.8,STOP_LOSS,2,-2.0,-2.18,0.0,1.0901755696674418,False,False,False
BAJFINANCE,2026-05-29T13:14:00+05:30,916.9,TIME_HORIZON,40,5.8777836429728145,5.697783642972815,4.996116096526914,0.5877783642973037,True,True,True
BAJFINANCE,2026-06-02T09:16:00+05:30,864.3,TIME_HORIZON,40,0.08604750765040516,-0.09395249234959484,0.6023325535528361,0.662565808908104,True,True,False
BAJFINANCE,2026-06-04T13:16:00+05:30,869.25,VWAP_Z_TARGET,21,8.339129949154724,8.159129949154725,4.381576752945752,0.17667648197361774,True,True,True
BAJFINANCE,2026-06-08T09:16:00+05:30,871.0,TIME_HORIZON,40,1.6419003182108485,1.4619003182108485,1.731458517385972,0.4776437289340718,True,True,True
BAJFINANCE,2026-06-11T10:32:00+05:30,877.95,STOP_LOSS,22,-2.0,-2.18,1.3119456872594424,1.73364251530717,True,True,True
BAJFINANCE,2026-06-17T09:16:00+05:30,954.8,STOP_LOSS,4,-2.0,-2.18,0.3841141925528284,1.9205709627638732,True,False,False
BAJFINANCE,2026-06-17T14:37:00+05:30,954.55,VWAP_Z_TARGET,22,9.362761775156853,9.182761775156854,4.753402132002808,0.07202124442421798,True,True,True
BAJFINANCE,2026-06-18T09:17:00+05:30,950.65,STOP_LOSS,1,-2.0,-2.18,0.24133031358591983,1.8272152314361159,False,False,False
BAJFINANCE,2026-06-18T11:51:00+05:30,951.45,TIME_HORIZON,40,7.795503311875612,7.615503311875612,5.140513053483243,0.3389349266033712,True,True,True
BEL,2023-07-04T13:13:00+05:30,122.3,TIME_HORIZON,40,2.1753375694996695,1.9953375694996696,3.263006354249401,0.0,True,True,True
BEL,2023-07-04T14:28:00+05:30,121.9,STOP_LOSS,3,-2.0,-2.18,0.3083648408529291,1.5418242042647332,True,False,False
BEL,2023-07-10T12:04:00+05:30,122.55,TIME_HORIZON,40,2.539718883619968,2.359718883619968,4.4445080463348985,0.0,True,True,True
BEL,2023-07-13T13:53:00+05:30,126.1,STOP_LOSS,2,-2.0,-2.18,0.0,1.53171797856393,False,False,False
BEL,2023-07-20T09:17:00+05:30,126.15,VWAP_Z_TARGET,11,6.281817642034568,6.101817642034568,3.140908821017284,0.9815340065679047,True,True,True
BEL,2023-10-13T09:16:00+05:30,136.65,TIME_HORIZON,40,0.6710557726376268,0.49105577263762684,2.1250099466857124,0.111842628772959,True,True,True
BEL,2023-10-19T09:16:00+05:30,135.4,TIME_HORIZON,40,3.960839906461865,3.780839906461865,2.376503943877134,0.9241959781744201,True,True,True
BEL,2023-10-20T10:23:00+05:30,135.85,STOP_LOSS,2,-2.0,-2.18,0.5784755182345149,1.1569510364690299,True,True,False
BEL,2023-11-22T12:27:00+05:30,140.2,TIME_HORIZON,40,7.765830346475762,7.585830346475762,4.400637196336383,0.2588610115491038,True,True,True
BEL,2023-11-24T10:22:00+05:30,137.9,STOP_LOSS,1,-2.0,-2.18,0.3448125775880124,1.2068440215580925,True,False,False
BEL,2025-01-13T09:17:00+05:30,264.15,TIME_HORIZON,40,5.162459226524166,4.982459226524166,2.8998999358870305,0.06373406452496778,True,True,True
BEL,2025-02-24T09:16:00+05:30,251.9,TIME_HORIZON,40,4.215496840005293,4.035496840005293,2.61177521609025,0.8247711208706121,True,True,True
BEL,2025-02-28T09:16:00+05:30,248.8,STOP_LOSS,3,-2.0,-2.18,0.6382851183525741,1.5957127958815258,True,True,False
BEL,2025-08-26T09:17:00+05:30,370.05,STOP_LOSS,2,-2.0,-2.18,0.0,1.8029385041360597,False,False,False
BEL,2025-11-21T09:16:00+05:30,419.95,TIME_HORIZON,40,0.4572264412058298,0.2772264412058298,3.8864247502498133,0.6858396618087447,True,True,True
BEL,2025-11-27T13:17:00+05:30,412.3,TIME_HORIZON,40,6.864290843127717,6.684290843127718,4.5761938954183545,0.9806129775897005,True,True,True
BEL,2025-12-08T09:16:00+05:30,403.15,STOP_LOSS,20,-2.0,-2.18,3.0783023735810437,1.3192724458203657,True,True,True
BEL,2025-12-16T09:16:00+05:30,388.5,STOP_LOSS,3,-2.0,-2.18,0.49086554990459075,1.1921020497682462,True,False,False
BEL,2025-12-16T09:37:00+05:30,386.35,STOP_LOSS,26,-2.0,-2.18,2.2378129376683993,1.4661533039897225,True,True,True
BEL,2025-12-18T09:44:00+05:30,381.75,STOP_LOSS,1,-2.0,-2.18,0.4474357893948007,1.4541663155331341,True,False,False
BEL,2026-01-06T14:17:00+05:30,410.6,TIME_HORIZON,40,8.139858508462794,7.959858508462794,4.069929254231397,0.9044287231626327,True,True,True
BEL,2026-01-12T09:16:00+05:30,413.5,STOP_LOSS,1,-2.0,-2.18,0.19187348602455245,1.2151987448221049,False,False,False
BEL,2026-02-01T12:25:00+05:30,425.55,STOP_LOSS,2,-2.0,-2.18,0.7094472031996574,1.8130317415102521,True,True,False
BEL,2026-02-05T09:21:00+05:30,434.1,STOP_LOSS,1,-2.0,-2.18,0.11927569466000291,1.1331190992701126,False,False,False
BEL,2026-02-05T09:56:00+05:30,428.25,TIME_HORIZON,40,9.289999714834208,9.109999714834208,6.454740061605575,0.0,True,True,True
BEL,2026-02-06T09:24:00+05:30,427.75,STOP_LOSS,16,-2.0,-2.18,0.4524616237602962,1.1311540594007246,True,False,False
BEL,2026-02-13T15:02:00+05:30,436.8,STOP_LOSS,5,-2.0,-2.18,1.0699603972885077,1.6364100193825035,True,True,True
BEL,2026-02-13T15:26:00+05:30,433.85,STOP_LOSS,1,-2.0,-2.18,0.0,1.0627609188582723,False,False,False
BEL,2026-02-19T09:35:00+05:30,443.85,STOP_LOSS,7,-2.0,-2.18,0.7638508397240082,1.0025542271378287,True,True,False
BEL,2026-03-09T09:19:00+05:30,457.5,STOP_LOSS,3,-2.0,-2.18,0.4154235171977621,1.2924287201707902,True,False,False
BEL,2026-03-11T13:04:00+05:30,455.3,TIME_HORIZON,40,1.6629067421098758,1.4829067421098758,1.3694526111493421,0.9781804365352602,True,True,True
BEL,2026-03-13T09:23:00+05:30,447.0,STOP_LOSS,22,-2.0,-2.18,0.5536727714901135,1.192525969363316,True,True,False
BEL,2026-03-16T09:26:00+05:30,426.45,TIME_HORIZON,40,4.6875422157696045,4.507542215769605,2.515266554803209,0.08574772345920345,True,True,True
BEL,2026-03-19T09:16:00+05:30,437.1,STOP_LOSS,4,-2.0,-2.18,0.5959254015028922,1.191850803005822,True,True,False
BEL,2026-03-27T09:16:00+05:30,408.1,STOP_LOSS,4,-2.0,-2.18,1.6493424164461403,1.7493025628974457,True,True,True
BEL,2026-04-02T09:16:00+05:30,409.1,TIME_HORIZON,40,2.801494729913075,2.6214947299130746,1.899318460958024,0.7597273843832204,True,True,True
BEL,2026-04-13T09:17:00+05:30,434.8,TIME_HORIZON,40,5.043202864126162,4.863202864126162,2.5972494750249617,0.2521601432063081,True,True,True
BEL,2026-05-29T09:18:00+05:30,414.9,STOP_LOSS,26,-2.0,-2.18,0.8148940657298417,1.14085169202176,True,True,False
BEL,2026-06-02T09:16:00+05:30,401.5,TIME_HORIZON,40,4.638222750352525,4.458222750352525,2.464055836124771,0.8696667656910932,True,True,True
BEL,2026-06-08T09:16:00+05:30,402.1,VWAP_Z_TARGET,24,6.195416821208869,6.015416821208869,3.255754758084253,0.4741390424394564,True,True,True
BEL,2026-06-10T14:46:00+05:30,410.0,STOP_LOSS,15,-2.0,-2.18,1.1417404933439002,1.2455350836479127,True,True,True
BEL,2026-06-10T15:17:00+05:30,407.75,STOP_LOSS,2,-2.0,-2.18,0.2148246727121248,1.1815356999164421,False,False,False
BEL,2026-07-07T09:21:00+05:30,422.05,STOP_LOSS,2,-2.0,-2.18,0.2864919568055807,1.038533343420281,True,False,False
BEL,2026-07-08T09:15:00+05:30,416.5,STOP_LOSS,1,-2.0,-2.18,2.2114501779646623,2.3815617301157306,True,True,True
BEL,2026-07-14T09:16:00+05:30,408.65,STOP_LOSS,5,-2.0,-2.18,5.390808339893336,2.8301743784438793,True,True,True
BEL,2026-07-28T09:16:00+05:30,399.05,STOP_LOSS,1,-2.0,-2.18,0.49333009022597835,1.5578844954504767,True,False,False
BEL,2026-08-12T10:05:00+05:30,401.3,TIME_HORIZON,40,2.9895799403957772,2.809579940395777,5.79231113451719,0.9342437313737335,True,True,True
BEL,2026-08-12T11:30:00+05:30,399.7,STOP_LOSS,3,-2.0,-2.18,0.4014090594145575,1.0704241584385157,True,False,False
BEL,2026-08-19T09:26:00+05:30,408.75,STOP_LOSS,11,-2.0,-2.18,0.694724124043512,1.0652436568666974,True,True,False
BEL,2026-08-24T09:59:00+05:30,410.15,STOP_LOSS,10,-2.0,-2.18,1.08717842146126,1.0871784214611229,True,True,True
BHARTIARTL,2023-07-04T09:16:00+05:30,865.4,TIME_HORIZON,40,-0.541548680627673,-0.721548680627673,0.05923188694365475,0.9900186817724546,False,False,False
BHARTIARTL,2023-07-05T10:00:00+05:30,863.5,VWAP_Z_TARGET,13,3.910222063463785,3.730222063463785,2.5301436881236103,0.5175293907525982,True,True,True
BHARTIARTL,2023-07-19T14:42:00+05:30,869.1,STOP_LOSS,2,-2.0,-2.18,0.5695293157686429,1.0251527683835313,True,True,False
BHARTIARTL,2023-08-02T13:05:00+05:30,876.0,STOP_LOSS,4,-2.0,-2.18,0.5117080598637519,1.0234161197275038,True,True,False
BHARTIARTL,2023-08-03T09:16:00+05:30,870.4,STOP_LOSS,1,-2.0,-2.18,0.22757768955863597,1.0114563980382798,False,False,False
BHARTIARTL,2023-08-03T14:53:00+05:30,865.9,VWAP_Z_TARGET,22,10.971616016448387,10.791616016448387,6.249654692913657,0.06944060769905641,True,True,True
BHARTIARTL,2023-08-25T09:16:00+05:30,862.0,TIME_HORIZON,40,3.2443488083098813,3.064348808309881,1.8888332103174084,0.08888626872083943,True,True,True
BHARTIARTL,2023-08-31T09:16:00+05:30,848.5,TIME_HORIZON,40,5.550196896505275,5.370196896505275,3.631245841862445,0.8561473936098748,True,True,True
CIPLA,2023-09-08T14:25:00+05:30,1239.55,TIME_HORIZON,40,7.591288733485156,7.411288733485156,4.3017302823083705,0.463912089268499,True,True,True
CIPLA,2023-09-13T10:59:00+05:30,1233.65,STOP_LOSS,17,-2.0,-2.18,2.349806841207651,1.2326855560434813,True,True,True
CIPLA,2023-09-21T09:45:00+05:30,1229.9,STOP_LOSS,1,-2.0,-2.18,0.3426087679449246,1.3704350717801437,True,False,False
CIPLA,2023-09-21T10:14:00+05:30,1218.5,STOP_LOSS,3,-2.0,-2.18,0.24335292495800384,1.3519606942109959,False,False,False
CIPLA,2023-09-22T09:29:00+05:30,1193.5,STOP_LOSS,5,-2.0,-2.18,0.25519806051757116,1.1947909196960211,True,False,False
CIPLA,2023-09-22T09:57:00+05:30,1173.4,STOP_LOSS,5,-2.0,-2.18,0.33369394871656627,1.4682533743529218,True,False,False
CIPLA,2023-09-25T11:11:00+05:30,1180.05,STOP_LOSS,1,-2.0,-2.18,0.0,1.010732427421284,False,False,False
CIPLA,2023-09-26T09:32:00+05:30,1175.45,VWAP_Z_TARGET,34,5.006186069909583,4.826186069909583,2.5223475967621183,0.6931642250643862,True,True,True
CIPLA,2023-09-26T12:59:00+05:30,1171.6,TIME_HORIZON,40,6.069216028178791,5.889216028178791,6.841661704492505,0.4965722204871549,True,True,True
CIPLA,2023-09-26T14:47:00+05:30,1166.7,STOP_LOSS,5,-2.0,-2.18,0.320973810000311,1.8054776812523652,True,False,False
CIPLA,2023-09-28T10:55:00+05:30,1169.75,TIME_HORIZON,40,0.9302904425768197,0.7502904425768198,2.3644882082164065,0.5814315266106005,True,True,True
CIPLA,2023-09-28T11:52:00+05:30,1167.65,STOP_LOSS,5,-2.0,-2.18,0.7489600758933717,1.9825413773650193,True,True,False
CIPLA,2023-09-28T12:31:00+05:30,1164.05,TIME_HORIZON,40,0.6341617312484762,0.4541617312484762,2.8084305240994234,0.36237813214172154,True,True,True
CIPLA,2023-10-04T11:07:00+05:30,1168.3,STOP_LOSS,19,-2.0,-2.18,2.1430054695947343,1.0715027347973671,True,True,True
CIPLA,2023-10-09T10:34:00+05:30,1159.35,STOP_LOSS,13,-2.0,-2.18,0.48488428491314917,1.5428136338140552,True,False,False
CIPLA,2023-10-09T12:53:00+05:30,1154.7,TIME_HORIZON,40,5.264957835963419,5.0849578359634195,4.826211349633097,0.4874960959225306,True,True,True
CIPLA,2023-10-10T09:30:00+05:30,1154.0,TIME_HORIZON,40,1.5898938627124588,1.4098938627124589,1.6108135188006654,0.355634153501416,True,True,True
CIPLA,2023-10-10T10:47:00+05:30,1153.3,STOP_LOSS,5,-2.0,-2.18,0.5126740423859313,1.0253480847718626,True,True,False
CIPLA,2023-10-10T13:55:00+05:30,1150.6,VWAP_Z_TARGET,31,20.241200486544358,20.061200486544358,10.120600243272179,0.18741852302338527,True,True,True
CIPLA,2023-11-10T09:21:00+05:30,1230.75,TIME_HORIZON,40,3.4319336290596025,3.2519336290596024,2.774413634707138,0.24055609549483603,True,True,True
CIPLA,2023-11-23T09:17:00+05:30,1256.45,STOP_LOSS,4,-2.0,-2.18,0.7602406749277919,1.6155114342215964,True,True,False
CIPLA,2023-11-28T10:25:00+05:30,1189.0,TIME_HORIZON,40,6.373249629917078,6.193249629917078,5.649016717426501,0.31866248149582754,True,True,True
CIPLA,2023-12-06T11:54:00+05:30,1213.25,STOP_LOSS,6,-2.0,-2.18,0.876652258281116,1.3548262173436914,True,True,False
CIPLA,2024-10-30T09:16:00+05:30,1416.0,STOP_LOSS,2,-2.0,-2.18,0.10672743051013252,1.3874565966317227,False,False,False
CIPLA,2024-11-18T09:29:00+05:30,1485.0,STOP_LOSS,15,-2.0,-2.18,0.8190073761326334,1.0892798102564174,True,True,False
CIPLA,2024-12-12T10:14:00+05:30,1446.35,TIME_HORIZON,40,-0.47917423677598514,-0.6591742367759852,3.833393894208971,0.8556682799573387,True,True,True
CIPLA,2025-01-06T09:16:00+05:30,1497.05,STOP_LOSS,21,-2.0,-2.18,2.8891494567957134,1.1959184226900137,True,True,True
CIPLA,2025-01-10T10:00:00+05:30,1476.55,STOP_LOSS,5,-2.0,-2.18,0.295136234076004,1.1477520214065662,True,False,False
CIPLA,2025-01-28T09:23:00+05:30,1379.1,STOP_LOSS,9,-2.0,-2.18,0.9412363024523437,1.432316112427437,True,True,False
CIPLA,2025-02-01T11:52:00+05:30,1458.85,STOP_LOSS,25,-2.0,-2.18,5.811998107792334,1.0194644058876021,True,True,True
CIPLA,2025-02-10T09:18:00+05:30,1448.6,STOP_LOSS,8,-2.0,-2.18,0.2822616741037336,1.0803808905349377,True,False,False
CIPLA,2025-02-14T09:33:00+05:30,1457.15,STOP_LOSS,16,-2.0,-2.18,1.6531806832195703,1.139081812218406,True,True,True
CIPLA,2025-02-19T09:16:00+05:30,1431.0,VWAP_Z_TARGET,37,5.845424023132543,5.665424023132544,2.9227120115662717,0.2857400011307811,True,True,True
CIPLA,2025-02-21T10:02:00+05:30,1471.05,TIME_HORIZON,40,5.141813701219237,4.961813701219238,3.0653120141883914,0.0,True,True,True
CIPLA,2025-02-21T12:04:00+05:30,1469.95,TIME_HORIZON,40,8.377775084181502,8.197775084181503,5.258390744326668,0.7724189793925987,True,True,True
CIPLA,2025-02-25T09:17:00+05:30,1467.3,TIME_HORIZON,40,2.8158728966202,2.6358728966202,2.6059174613458547,0.32110831277246515,True,True,True
CIPLA,2025-03-04T09:20:00+05:30,1389.5,VWAP_Z_TARGET,31,7.6133496260496205,7.433349626049621,3.8066748130248103,0.0,True,True,True
CIPLA,2025-03-11T09:20:00+05:30,1443.0,TIME_HORIZON,40,3.397262308358107,3.217262308358107,2.439700628306194,0.4995973982879547,True,True,True
CIPLA,2025-04-04T09:21:00+05:30,1466.45,STOP_LOSS,7,-2.0,-2.18,0.10188772317237459,1.0634531106117375,False,False,False
CIPLA,2025-04-25T10:30:00+05:30,1525.9,STOP_LOSS,1,-2.0,-2.18,0.0,1.2907035733536587,False,False,False
CIPLA,2025-04-29T09:31:00+05:30,1532.7,TIME_HORIZON,40,2.7369090169006944,2.5569090169006943,1.8660743297050446,0.3524807067220734,True,True,True
CIPLA,2025-05-06T09:16:00+05:30,1501.0,TIME_HORIZON,40,1.5215098988770672,1.3415098988770673,1.6717824814822242,0.09392036412821508,True,True,True
CIPLA,2025-05-07T09:20:00+05:30,1502.4,TIME_HORIZON,40,0.6374855746458975,0.4574855746458975,1.1049749960528503,0.6374855746458975,True,True,True
CIPLA,2025-05-14T09:16:00+05:30,1487.7,STOP_LOSS,1,-2.0,-2.18,0.0,1.8038462417185754,False,False,False
CIPLA,2025-05-15T09:45:00+05:30,1480.3,STOP_LOSS,1,-2.0,-2.18,0.14792739795878224,1.6272013775468288,False,False,False
CIPLA,2025-05-30T15:01:00+05:30,1457.8,VWAP_Z_TARGET,12,4.494932150246567,4.314932150246567,2.6715162779767274,0.1484175709987151,True,True,True
CIPLA,2025-07-10T10:02:00+05:30,1470.6,STOP_LOSS,2,-2.0,-2.18,0.0,1.2468591379438525,False,False,False
CIPLA,2025-07-22T09:36:00+05:30,1460.2,STOP_LOSS,15,-2.0,-2.18,1.0328481941538779,1.152022985787094,True,True,True
CIPLA,2026-03-19T09:16:00+05:30,1248.0,STOP_LOSS,4,-2.0,-2.18,0.9937969263787924,1.1594297474419664,True,True,False
CIPLA,2026-04-13T09:16:00+05:30,1211.1,STOP_LOSS,2,-2.0,-2.18,0.050148187403099745,1.8554829339142345,False,False,False
CIPLA,2026-04-22T09:20:00+05:30,1222.6,TIME_HORIZON,40,1.561589872156415,1.381589872156415,1.9219567657308987,0.0,True,True,True
CIPLA,2026-07-22T09:16:00+05:30,1403.8,STOP_LOSS,1,-2.0,-2.18,0.12814514758277953,1.7299594923671109,False,False,False
CIPLA,2026-07-23T09:17:00+05:30,1396.2,STOP_LOSS,1,-2.0,-2.18,0.0,1.6135667401422715,False,False,False
CIPLA,2026-07-23T11:58:00+05:30,1392.0,STOP_LOSS,1,-2.0,-2.18,3.2663955743343895,1.4725553818720554,True,True,True
CIPLA,2026-07-30T14:29:00+05:30,1466.3,STOP_LOSS,14,-2.0,-2.18,2.6743666885039463,1.1461571522157288,True,True,True
CIPLA,2026-08-14T09:17:00+05:30,1455.1,STOP_LOSS,3,-2.0,-2.18,0.10050890806049725,1.0720950193112597,False,False,False
CIPLA,2026-08-17T09:16:00+05:30,1443.1,STOP_LOSS,1,-2.0,-2.18,0.0,1.8756181438149309,False,False,False
CIPLA,2026-08-19T09:16:00+05:30,1421.8,TIME_HORIZON,40,5.399420671012185,5.219420671012185,3.1097929181146235,0.17086774275354819,True,True,True
CIPLA,2026-08-21T12:07:00+05:30,1412.9,STOP_LOSS,2,-2.0,-2.18,0.07768032005754744,1.6701268812388597,False,False,False
COALINDIA,2023-07-18T13:04:00+05:30,213.1,STOP_LOSS,13,-2.0,-2.18,0.6419844867325037,1.0699741445541324,True,True,False
COALINDIA,2023-07-28T14:13:00+05:30,211.2,TIME_HORIZON,40,2.9989250225048028,2.8189250225048026,1.8326764026417923,0.0,True,True,True
COALINDIA,2023-08-03T12:28:00+05:30,215.6,STOP_LOSS,23,-2.0,-2.18,0.5384079172614333,1.615223751784147,True,True,False
COALINDIA,2023-08-08T10:42:00+05:30,214.95,STOP_LOSS,6,-2.0,-2.18,0.8446803274736129,1.055850409341926,True,True,False
COALINDIA,2023-08-14T09:25:00+05:30,216.85,STOP_LOSS,1,-2.0,-2.18,0.0,1.1990489707291452,False,False,False
COALINDIA,2023-08-16T11:17:00+05:30,216.65,STOP_LOSS,11,-2.0,-2.18,0.7481568355262911,1.246928059210438,True,True,False
COALINDIA,2023-08-17T09:31:00+05:30,216.0,TIME_HORIZON,40,0.6981507791147695,0.5181507791147695,1.4835704056189596,0.26180654216806337,True,True,True
COALINDIA,2023-08-17T11:57:00+05:30,215.45,STOP_LOSS,1,-2.0,-2.18,0.0,1.4718458295693675,False,False,False
COALINDIA,2023-08-17T12:17:00+05:30,215.2,TIME_HORIZON,40,4.304414103145415,4.124414103145416,4.7348555134600545,0.8608828206290341,True,True,True
COALINDIA,2023-08-18T09:16:00+05:30,212.65,TIME_HORIZON,40,-0.6169671805436253,-0.7969671805436254,0.5141393171196683,0.822622907391481,True,True,False
COALINDIA,2023-08-18T10:13:00+05:30,211.5,TIME_HORIZON,40,7.022130221289828,6.842130221289828,3.717598352447604,0.41306648360526327,True,True,True
COALINDIA,2023-08-24T13:17:00+05:30,213.25,STOP_LOSS,10,-2.0,-2.18,0.48604035419689945,1.2151008854923178,True,False,False
COALINDIA,2023-08-25T10:39:00+05:30,212.45,STOP_LOSS,12,-2.0,-2.18,1.1720567352374656,1.172056735237299,True,True,True
COALINDIA,2023-08-25T12:09:00+05:30,212.15,TIME_HORIZON,40,0.0,-0.18,1.339905750491263,0.5359623001964747,True,True,True
DRREDDY,2023-07-21T12:29:00+05:30,1056.65,TIME_HORIZON,40,9.232307374921415,9.052307374921416,5.34154926691876,0.0,True,True,True
DRREDDY,2023-09-22T09:49:00+05:30,1116.05,STOP_LOSS,4,-2.0,-2.18,0.12307950761581038,1.1692553223503386,False,False,False
DRREDDY,2023-09-25T14:16:00+05:30,1090.4,STOP_LOSS,9,-2.0,-2.18,1.8893113446210665,1.1450371785583169,True,True,True
DRREDDY,2023-09-28T13:41:00+05:30,1089.0,STOP_LOSS,1,-2.0,-2.18,0.0,5.724623053152532,False,False,False
DRREDDY,2023-10-03T10:10:00+05:30,1102.45,STOP_LOSS,6,-2.0,-2.18,0.7650061284060791,1.0382226028369725,True,True,False
DRREDDY,2023-10-04T11:04:00+05:30,1087.0,STOP_LOSS,2,-2.0,-2.18,0.1635899601415916,1.1451297209909552,False,False,False
DRREDDY,2023-10-10T09:17:00+05:30,1090.85,STOP_LOSS,11,-2.0,-2.18,0.39401949666453095,1.3790682383256547,True,False,False
DRREDDY,2023-10-13T09:16:00+05:30,1092.75,TIME_HORIZON,40,6.026911632500232,5.846911632500232,3.338772069140771,0.582144873593791,True,True,True
DRREDDY,2023-10-13T15:07:00+05:30,1092.2,STOP_LOSS,20,-2.0,-2.18,0.3821029831342546,1.194071822294953,True,False,False
DRREDDY,2023-10-25T14:25:00+05:30,1105.6,STOP_LOSS,28,-2.0,-2.18,2.2195720878830394,1.7073631445253252,True,True,True
DRREDDY,2023-10-26T10:14:00+05:30,1085.25,STOP_LOSS,3,-2.0,-2.18,0.24696776941101392,1.5915700695375343,False,False,False
DRREDDY,2023-11-01T09:46:00+05:30,1068.8,STOP_LOSS,24,-2.0,-2.18,1.142733862533704,1.2224594808499332,True,True,True
DRREDDY,2023-11-01T10:45:00+05:30,1065.5,TIME_HORIZON,40,16.886495371641846,16.706495371641847,9.640424596497073,0.0630093110881581,True,True,True
DRREDDY,2023-11-01T13:12:00+05:30,1064.85,STOP_LOSS,1,-2.0,-2.18,0.1624649681258792,2.112044585634952,False,False,False
DRREDDY,2023-11-03T10:44:00+05:30,1061.2,STOP_LOSS,5,-2.0,-2.18,1.3377822017632435,1.5050049769838865,True,True,True
DRREDDY,2023-11-09T14:34:00+05:30,1088.8,TIME_HORIZON,40,2.662899054488359,2.482899054488359,1.7752660363256518,0.4177096556060008,True,True,True
DRREDDY,2023-11-10T09:17:00+05:30,1081.6,STOP_LOSS,4,-2.0,-2.18,0.5308416207443744,1.0882253225259433,True,True,False
DRREDDY,2023-11-13T12:21:00+05:30,1077.0,STOP_LOSS,3,-2.0,-2.18,0.8599520501366403,1.0319424601638119,True,True,False
DRREDDY,2023-12-11T09:16:00+05:30,1084.0,TIME_HORIZON,40,0.9953311614335247,0.8153311614335248,0.5886367083746681,0.5351242803406073,True,True,False
DRREDDY,2024-04-18T14:07:00+05:30,1193.75,STOP_LOSS,3,-2.0,-2.18,0.3059812482520183,1.0431178917683304,True,False,False
DRREDDY,2024-04-30T11:49:00+05:30,1245.8,STOP_LOSS,1,-2.0,-2.18,0.0,1.7066802498805602,False,False,False
DRREDDY,2024-05-08T09:16:00+05:30,1202.2,TIME_HORIZON,40,0.32427235302405455,0.14427235302405456,0.7879818178484437,0.755554582546053,True,True,False
DRREDDY,2024-05-14T09:47:00+05:30,1175.0,STOP_LOSS,7,-2.0,-2.18,0.6654690600919412,1.283404615891431,True,True,False
DRREDDY,2024-06-04T09:16:00+05:30,1149.3,STOP_LOSS,16,-2.0,-2.18,3.6291560636405205,1.5939822710891438,True,True,True
