score,eligible,net_pnl,completed_trades,status,reconciliation_exact,all_trades_same_session,ten_box_paths_complete,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-579.1477416313203,True,-579.1477416313203,104,PASSED,True,True,True,1788951370,,False,1,3317aa01,2026-09-09_16-26-10,1112.7875456809998,1112.7875456809998,249475,shrinivas-Blade,10.37.160.47,1112.7875456809998,1
