run_id,symbol,bar_index,decision_timestamp,fill_timestamp,decision_date,fill_date,decision_close,next_open,slippage_pct,is_session_gap,gap_type
slippage-20260908T120131-a47b2a2fb05c,M&M,6674,2024-08-27 08:43:00+00:00,2024-08-27 08:44:00+00:00,2024-08-27,2024-08-27,2787.0,2787.0,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,6752,2024-08-28 03:46:00+00:00,2024-08-28 03:47:00+00:00,2024-08-28,2024-08-28,2806.0,2806.6,0.021383,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,6813,2024-08-28 04:47:00+00:00,2024-08-28 04:48:00+00:00,2024-08-28,2024-08-28,2810.0,2810.0,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,6846,2024-08-28 05:20:00+00:00,2024-08-28 05:21:00+00:00,2024-08-28,2024-08-28,2794.85,2793.65,0.042936,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,6946,2024-08-28 07:00:00+00:00,2024-08-28 07:01:00+00:00,2024-08-28,2024-08-28,2810.0,2810.0,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7320,2024-08-29 06:59:00+00:00,2024-08-29 07:00:00+00:00,2024-08-29,2024-08-29,2772.5,2772.55,0.001803,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7466,2024-08-29 09:25:00+00:00,2024-08-29 09:26:00+00:00,2024-08-29,2024-08-29,2756.3,2756.25,0.001814,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7527,2024-08-30 04:11:00+00:00,2024-08-30 04:12:00+00:00,2024-08-30,2024-08-30,2777.55,2777.25,0.010801,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7588,2024-08-30 05:12:00+00:00,2024-08-30 05:13:00+00:00,2024-08-30,2024-08-30,2790.0,2790.0,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7635,2024-08-30 05:59:00+00:00,2024-08-30 06:00:00+00:00,2024-08-30,2024-08-30,2815.0,2815.0,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7696,2024-08-30 07:00:00+00:00,2024-08-30 07:01:00+00:00,2024-08-30,2024-08-30,2808.3,2808.5,0.007122,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7757,2024-08-30 08:01:00+00:00,2024-08-30 08:02:00+00:00,2024-08-30,2024-08-30,2811.5,2810.75,0.026676,False,intraday
slippage-20260908T120131-a47b2a2fb05c,M&M,7822,2024-08-30 09:06:00+00:00,2024-08-30 09:07:00+00:00,2024-08-30,2024-08-30,2808.55,2808.15,0.014242,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,295,2024-08-01 08:39:00+00:00,2024-08-01 08:40:00+00:00,2024-08-01,2024-08-01,918.25,918.25,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,322,2024-08-01 09:06:00+00:00,2024-08-01 09:07:00+00:00,2024-08-01,2024-08-01,910.2,910.2,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,332,2024-08-01 09:16:00+00:00,2024-08-01 09:17:00+00:00,2024-08-01,2024-08-01,914.6,914.55,0.005467,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,346,2024-08-01 09:30:00+00:00,2024-08-01 09:31:00+00:00,2024-08-01,2024-08-01,924.4,923.85,0.059498,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,376,2024-08-02 03:45:00+00:00,2024-08-02 03:46:00+00:00,2024-08-02,2024-08-02,904.0,904.85,0.094027,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,378,2024-08-02 03:47:00+00:00,2024-08-02 03:48:00+00:00,2024-08-02,2024-08-02,912.35,912.45,0.010961,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,439,2024-08-02 04:48:00+00:00,2024-08-02 04:49:00+00:00,2024-08-02,2024-08-02,910.85,910.4,0.049404,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,500,2024-08-02 05:49:00+00:00,2024-08-02 05:50:00+00:00,2024-08-02,2024-08-02,913.55,913.55,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,561,2024-08-02 06:50:00+00:00,2024-08-02 06:51:00+00:00,2024-08-02,2024-08-02,917.35,917.35,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,622,2024-08-02 07:51:00+00:00,2024-08-02 07:52:00+00:00,2024-08-02,2024-08-02,915.8,915.8,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,683,2024-08-02 08:52:00+00:00,2024-08-02 08:53:00+00:00,2024-08-02,2024-08-02,916.2,916.2,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,744,2024-08-02 09:53:00+00:00,2024-08-02 09:54:00+00:00,2024-08-02,2024-08-02,917.0,916.4,0.065431,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,751,2024-08-05 03:45:00+00:00,2024-08-05 03:46:00+00:00,2024-08-05,2024-08-05,904.0,903.95,0.005531,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,812,2024-08-05 04:46:00+00:00,2024-08-05 04:47:00+00:00,2024-08-05,2024-08-05,905.1,905.1,0.0,False,intraday
slippage-20260908T120131-a47b2a2fb05c,MAXHEALTH,873,2024-08-05 05:47:00+00:00,2024-08-05 05:48:00+00:00,2024-08-05,2024-08-05,904.45,904.1,0.038698,False,intraday
