trade_id,symbol,side,direction,entry_timestamp,exit_timestamp,entry_price,exit_price,quantity,entry_cost,exit_cost,gross_pnl,net_pnl,exit_reason,same_session,total_cost,cost_to_gross_ratio,entry_ist,exit_ist,entry_hour_ist,hold_minutes
62_INFY_exit,INFY,LONG,1,2023-10-05T03:47:00+00:00,2023-10-05T04:47:00+00:00,1426.1,1426.0,3,1.4310913499999995,2.5004910000000002,-0.29999999999972715,-4.2315823499997265,TIME_EXIT,True,3.93158235,13.105274500011918,2023-10-05T09:17:00+05:30,2023-10-05T10:17:00+05:30,9,60.0
64_TITAN_exit,TITAN,LONG,1,2023-10-05T03:49:00+00:00,2023-10-05T04:49:00+00:00,3197.5,3212.4,1,1.06956375,1.8776478,14.900000000000091,11.95278845000009,TIME_EXIT,True,2.94721155,0.19779943288590485,2023-10-05T09:19:00+05:30,2023-10-05T10:19:00+05:30,9,60.0
66_AXISBANK_exit,AXISBANK,SHORT,-1,2023-10-05T03:51:00+00:00,2023-10-05T04:51:00+00:00,993.05,993.35,4,2.3217508999999996,1.3291022999999997,-1.2000000000002728,-4.850853200000272,TIME_EXIT,True,3.6508531999999994,3.0423776666659745,2023-10-05T09:21:00+05:30,2023-10-05T10:21:00+05:30,9,60.0
32_BEL_exit,BEL,LONG,1,2023-10-05T03:54:00+00:00,2023-10-05T04:17:00+00:00,140.8,140.16171350327906,30,1.412928,2.4577356462799984,-19.14859490162854,-23.019258547908542,STOP_HIT,True,3.8706636462799984,0.20213825955192188,2023-10-05T09:24:00+05:30,2023-10-05T09:47:00+05:30,9,23.0
71_SBILIFE_exit,SBILIFE,SHORT,-1,2023-10-05T03:56:00+00:00,2023-10-05T04:56:00+00:00,1269.25,1271.3,3,2.2256298749999996,1.2757495499999996,-6.149999999999864,-9.651379424999863,TIME_EXIT,True,3.501379424999999,0.5693299878048905,2023-10-05T09:26:00+05:30,2023-10-05T10:26:00+05:30,9,60.0
93_LT_exit,LT,SHORT,-1,2023-10-05T04:18:00+00:00,2023-10-05T05:18:00+00:00,3042.9,3040.5,1,1.7785750499999997,1.0170472499999998,2.400000000000091,-0.3956222999999086,TIME_EXIT,True,2.7956223,1.1648426249999557,2023-10-05T09:48:00+05:30,2023-10-05T10:48:00+05:30,9,60.0
100_KOTAKBANK_exit,KOTAKBANK,SHORT,-1,2023-10-05T04:50:00+00:00,2023-10-05T05:25:00+00:00,347.1,348.9203797414413,14,2.8403193000000004,1.6339941383291696,-25.485316380178006,-29.959629818507175,STOP_HIT,True,4.47431343832917,0.1755643670097502,2023-10-05T10:20:00+05:30,2023-10-05T10:55:00+05:30,10,35.0
125_EICHERMOT_exit,EICHERMOT,SHORT,-1,2023-10-05T04:50:00+00:00,2023-10-05T05:50:00+00:00,3425.45,3429.65,1,2.0021755249999997,1.1472179249999999,-4.200000000000273,-7.349393450000273,TIME_EXIT,True,3.14939345,0.7498555833332846,2023-10-05T10:20:00+05:30,2023-10-05T11:20:00+05:30,10,60.0
91_AXISBANK_exit,AXISBANK,SHORT,-1,2023-10-05T04:52:00+00:00,2023-10-05T05:16:00+00:00,993.4,998.376721240705,5,2.9032115000000003,1.669785066275079,-24.883606203525233,-29.456602769800313,STOP_HIT,True,4.572996566275079,0.18377547566346022,2023-10-05T10:22:00+05:30,2023-10-05T10:46:00+05:30,10,24.0
111_BAJAJ-AUTO_exit,BAJAJ-AUTO,SHORT,-1,2023-10-05T04:59:00+00:00,2023-10-05T05:36:00+00:00,4814.5,4840.216079980662,1,2.8140752499999997,1.6190522787535313,-25.71607998066156,-30.149207509415092,STOP_HIT,True,4.4331275287535306,0.172387375217655,2023-10-05T10:29:00+05:30,2023-10-05T11:06:00+05:30,10,37.0
152_SHRIRAMFIN_exit,SHRIRAMFIN,LONG,1,2023-10-05T05:17:00+00:00,2023-10-05T06:17:00+00:00,368.0,366.55,14,1.7233439999999998,2.9994786499999995,-20.29999999999984,-25.022822649999842,TIME_EXIT,True,4.7228226499999995,0.2326513620689673,2023-10-05T10:47:00+05:30,2023-10-05T11:47:00+05:30,10,60.0
