finalist,trade_id,symbol,exit_reason,net_pnl,entry_hour_ist,hold_minutes,range_atr,volume_ratio,signed_move5_atr,signed_vwap_gap_atr
2,249_ETERNAL_exit,ETERNAL,TARGET_HIT,46.672942228833364,12,30.0,2.068965517241403,3.8223116714401586,2.4137931034482705,1.5953577406039827
2,264_ETERNAL_exit,ETERNAL,TARGET_HIT,40.89584409561336,13,14.0,1.5841584158415987,1.7440361392664072,1.9801980198019702,4.551340361024054
2,283_ETERNAL_exit,ETERNAL,STOP_HIT,-26.67567324032672,13,18.0,1.599999999999975,2.2374816949782446,3.600000000000043,8.033769705063367
2,321_ETERNAL_exit,ETERNAL,STOP_HIT,-31.687063778334018,13,37.0,1.3157894736842042,1.3150451876407732,-2.1052631578947194,2.746842978971523
2,27_ETERNAL_exit,ETERNAL,STOP_HIT,-24.657412373453905,9,13.0,0.31249999999998335,0.35849164538694495,-0.0,-0.11645319438549115
1,169_HCLTECH_exit,HCLTECH,STOP_HIT,-14.99427758190473,11,7.0,0.7210031347962932,0.584029784685881,1.8181818181818699,8.61562357779624
1,328_HCLTECH_exit,HCLTECH,TIME_EXIT,-1.920246,13,60.0,0.47477744807118577,0.30708572809909435,0.5044510385757446,2.4547786374737592
1,eod_flatten_HCLTECH_1500,HCLTECH,EOD_FLATTENING,6.78721319999959,14,44.0,1.504065040650509,1.133432264053501,0.6504065040651849,3.713337596326046
2,222_HCLTECH_exit,HCLTECH,TIME_EXIT,-6.3959733000000005,11,60.0,0.7210031347962932,0.584029784685881,1.8181818181818699,8.61562357779624
2,283_HCLTECH_exit,HCLTECH,TIME_EXIT,-11.500436249999455,12,60.0,0.583090379008751,0.32225384726711376,-0.6413994169098383,8.342566085278774
2,329_HCLTECH_exit,HCLTECH,TIME_EXIT,0.9312587250001367,13,60.0,0.24169184290021867,0.3064113800310119,0.5438066465255951,2.433686401915936
2,eod_flatten_HCLTECH_1500,HCLTECH,EOD_FLATTENING,6.78721319999959,14,44.0,1.504065040650509,1.133432264053501,0.6504065040651849,3.713337596326046
1,342_HDFCBANK_exit,HDFCBANK,STOP_HIT,-16.412320925987306,14,46.0,1.0416666666666394,34.64644699907986,2.291666666666654,10.838408112635706
2,183_HDFCBANK_exit,HDFCBANK,TIME_EXIT,-4.8916531999999995,11,60.0,0.695652173912997,0.26225280257854144,1.0434782608695943,-4.823856868496548
2,246_HDFCBANK_exit,HDFCBANK,TIME_EXIT,-18.19417214999984,12,60.0,0.7874015748031539,0.24326643335205833,-0.31496062992115414,-3.1692837000590277
2,186_HDFCLIFE_exit,HDFCLIFE,TIME_EXIT,7.127797600000159,11,60.0,1.1560693641618376,0.10588714891451392,0.40462427745666946,-4.706090516682095
2,247_HDFCLIFE_exit,HDFCLIFE,TIME_EXIT,-13.68798419999959,12,60.0,0.16806722689059575,0.8496987716141148,1.0084033613443386,-6.512234752528708
2,308_HDFCLIFE_exit,HDFCLIFE,TIME_EXIT,10.97908542499984,13,60.0,1.7391304347825742,0.06362547375449208,1.3913043478259803,-8.864330595615113
2,372_HDFCLIFE_exit,HDFCLIFE,TIME_EXIT,-1.6138715249998405,14,60.0,0.9424083769632237,0.5801494954898726,-1.2565445026178697,-1.4147021149668162
2,eod_flatten_HDFCLIFE_1500,HDFCLIFE,EOD_FLATTENING,-5.814633125,15,1.0,0.878048780487874,0.2832418655320548,-0.6829268292683218,-0.6115292045262364
1,304_HINDALCO_exit,HINDALCO,TIME_EXIT,1.7253462000002728,13,60.0,4.599999999999857,3.556190272473907,4.7999999999999,1.3945263269276735
1,365_HINDALCO_exit,HINDALCO,TIME_EXIT,-13.3554188250001,14,60.0,0.8474576271186555,0.6125142040247792,-0.16949152542357693,2.4759122516638414
1,eod_flatten_HINDUNILVR_1125,HINDUNILVR,EOD_FLATTENING,-1.7097977000000908,15,2.0,0.8595988538681963,0.6649407574823643,1.7191977077363927,0.2291219937790224
1,61_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,4.997314150000181,9,60.0,4.163052905463967,0.710887042644273,2.4111014744144845,-0.0
1,97_HINDUNILVR_exit,HINDUNILVR,STOP_HIT,-20.982165897940362,10,30.0,0.47970479704802316,0.29691631790451206,0.7380073800737785,3.0727876737012596
2,eod_flatten_HINDUNILVR_1125,HINDUNILVR,EOD_FLATTENING,-1.7097977000000908,15,2.0,0.8595988538681963,0.6649407574823643,1.7191977077363927,0.2291219937790224
2,61_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,4.997314150000181,9,60.0,4.163052905463967,0.710887042644273,2.4111014744144845,-0.0
2,127_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,-7.748909474999818,10,60.0,0.47970479704802316,0.29691631790451206,0.7380073800737785,3.0727876737012596
2,189_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,1.1987081499999999,11,60.0,1.1428571428571923,0.31508467900748327,-0.698412698412889,-1.5332722668117043
2,250_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,-9.95143742500009,12,60.0,1.75531914893642,0.5701208495603646,2.2872340425534876,2.71628727315325
2,312_HINDUNILVR_exit,HINDUNILVR,TIME_EXIT,-0.35511872500018193,13,60.0,1.2840466926071519,1.4258312020460358,-0.8949416342413697,-1.8697471829065104
1,5_INDIGO_exit,INDIGO,TARGET_HIT,19.148984267934235,9,4.0,3.57734806629831,0.5428770492968762,2.6657458563536296,-0.0
1,193_INDIGO_exit,INDIGO,TIME_EXIT,13.978045199999638,11,60.0,1.2033511043411795,0.6784556736695384,1.462300076161556,-0.9023684194812887
1,254_INDIGO_exit,INDIGO,TIME_EXIT,25.598835,12,60.0,1.0896309314588168,0.2707614028711612,0.6326889279438188,4.33303095680313
1,315_INDIGO_exit,INDIGO,TIME_EXIT,-2.141798274999818,13,60.0,0.6981981981980596,0.4299515063576311,-0.6306306306306574,8.145592780090611
1,374_INDIGO_exit,INDIGO,STOP_HIT,-9.926463386227528,14,54.0,1.0849056603774536,0.33652905497945607,-0.0,14.764530331453509
1,45_INDIGO_exit,INDIGO,STOP_HIT,-10.336070421123644,9,18.0,0.39428289797929555,0.2374607024879115,0.709709216362714,2.2835086666792668
2,61_INDIGO_exit,INDIGO,TIME_EXIT,0.838849375000182,9,60.0,3.57734806629831,0.5428770492968762,2.6657458563536296,-0.0
2,307_INDIGO_exit,INDIGO,TIME_EXIT,-1.941731375,13,60.0,1.0327022375215162,0.3345055681152139,0.17211703958691937,6.310056807175787
2,368_INDIGO_exit,INDIGO,TIME_EXIT,-0.8411336750000911,14,60.0,0.739599383667093,0.3379729464810821,-0.7087827426811276,9.953428214530852
1,140_INFY_exit,INFY,TIME_EXIT,-10.14839805000041,10,60.0,1.9534883720931915,2.732471933912307,2.1395348837211445,4.418507743960309
1,93_INFY_exit,INFY,STOP_HIT,-17.66884109744995,10,31.0,1.516587677725088,1.268553176007745,5.497630331753713,3.9809953704497403
1,368_INFY_exit,INFY,STOP_HIT,-17.75686313638805,14,41.0,1.4285714285713667,3.663918863380851,3.809523809523644,1.5393852008723141
2,122_INFY_exit,INFY,TIME_EXIT,8.443762950000409,10,60.0,1.516587677725088,1.268553176007745,5.497630331753713,3.9809953704497403
2,185_INFY_exit,INFY,TIME_EXIT,-10.460629200000135,11,60.0,1.5322580645162052,2.2416405370149812,0.08064516129043274,5.825848626272827
2,352_INFY_exit,INFY,TIME_EXIT,36.01357004999986,14,60.0,1.3636363636364224,2.567513378227022,0.7954545454546013,5.759344285040314
2,eod_flatten_INFY_750,INFY,EOD_FLATTENING,7.5956574999998185,15,20.0,0.9665427509293392,1.0917624254606966,1.189591078066853,10.869429030367568
2,62_INFY_exit,INFY,TIME_EXIT,-4.2315823499997265,9,60.0,1.8831168831169867,0.8926479033130741,7.597402597402659,0.16062098820721574
2,eod_flatten_INFY_1125,INFY,EOD_FLATTENING,-14.446573650000001,14,47.0,1.4285714285713667,3.663918863380851,3.809523809523644,1.5393852008723141
2,25_INFY_exit,INFY,STOP_HIT,-26.402400053893757,9,23.0,1.3513513513513484,0.45396203327757123,5.1801801801801695,0.48627585382088834
1,82_JIOFIN_exit,JIOFIN,TIME_EXIT,0.7745926500000002,9,60.0,0.5714285714286178,0.28190001509375795,-0.4285714285714431,2.4210649580177295
2,178_JIOFIN_exit,JIOFIN,STOP_HIT,-29.14325207913465,12,5.0,3.54166666666676,5.568186117440944,9.166666666666924,8.026862477888752
1,67_JSWSTEEL_exit,JSWSTEEL,STOP_HIT,-20.121951864253855,9,39.0,1.2839506172838984,1.3545617007450044,3.3086419753086456,5.036497330329411
1,128_JSWSTEEL_exit,JSWSTEEL,TIME_EXIT,-2.7077830500000006,10,60.0,2.151162790697681,3.9974643666679475,-3.4883720930232234,1.4150107456097045
1,189_JSWSTEEL_exit,JSWSTEEL,TIME_EXIT,4.246837125000342,11,60.0,1.3131313131314395,0.9803298820639862,-1.3131313131314395,2.2089270722773806
1,217_JSWSTEEL_exit,JSWSTEEL,STOP_HIT,-16.098928612693232,12,27.0,1.1111111111111112,0.36697632478453246,-0.0,5.333922082093573
2,86_JSWSTEEL_exit,JSWSTEEL,TIME_EXIT,-11.406833400000272,9,60.0,0.9900990099009768,1.049757433555164,2.079207920791961,4.207427298493399
1,eod_flatten_KOTAKBANK_375,KOTAKBANK,EOD_FLATTENING,-15.826823349999705,15,8.0,1.126760563380223,1.5653195725591007,0.8450704225350871,-1.2974563492273092
1,61_KOTAKBANK_exit,KOTAKBANK,TIME_EXIT,-4.094236899999999,9,60.0,4.752475247524697,1.5230391247913964,5.742574257425797,-0.0
1,107_KOTAKBANK_exit,KOTAKBANK,STOP_HIT,-19.40171153373213,10,43.0,0.7407407407407017,0.6622320936599997,-1.1111111111109475,-1.2663279529843146
1,170_KOTAKBANK_exit,KOTAKBANK,TIME_EXIT,4.9908865499998525,11,60.0,0.888888888888771,0.07839400061281829,-3.1111111111110774,-5.340885971045382
